,Respondent_Serial,language,country,D1,D2,D3,Q1,Q2_1,Q2_2,Q2_3,Q2_4,Q2_5,Q2_6,Q2_7,Q2_8,Q2_9,Q2_10,Q2_11,Q2_12,Q2_13,Q2_14,Q3,Q4_1,Q4_2,Q4_3,Q4_4,Q4_5,Q4_6,Q4_7,Q5,Q6,Q7_1,Q7_2,Q7_3,Q7_4,Q7_5,Q7_6,Q7_7,Q7_8,Q7_9,Q8_1,Q8_2,Q8_3,Q8_4,Q8_5,Q8_6,Q8_7,Q8_8,Q8_9,yyyymmdd,AgeGender,regionAustralia,regionUS,regionUK,regionIndia,regionNigeria,regionPhilippines,regionFinland,regionPortugal,regionBrazil,regionFrance,weight
8335,11951.0,Portuguese,Portugal,21.0,woman,Portugal: North,moderately,no,no,yes,yes,no,no,yes,no,no,no,no,no,yes,no,no,yes,no,yes,yes,yes,yes,yes,,a little,no,no,yes,no,no,no,yes,yes,no,not at all,not at all,not at all,not at all,a little,a little,a little,not at all,a little,20210601.0,Women 21-25,,,,,,,,North,,,0.751189496302534
8336,11953.0,English,Australia,22.0,man,Australia: Queensland,very,yes,yes,yes,yes,no,yes,yes,no,no,yes,yes,no,yes,no,no,no,no,yes,no,no,yes,yes,yes,not at all,no,no,no,no,no,no,yes,yes,no,moderately,moderately,moderately,not at all,very,not at all,very,moderately,not at all,20210601.0,Men 21-25,Queensland,,,,,,,,,,1.3352892211014513
8337,11954.0,French,France,20.0,man,France: North West,very,yes,yes,no,yes,yes,yes,yes,yes,no,no,no,no,yes,no,no,no,no,yes,yes,no,no,yes,no,moderately,yes,yes,no,no,no,no,yes,no,no,a little,not at all,moderately,moderately,not at all,moderately,not at all,not at all,moderately,20210601.0,Men 16-20,,,,,,,,,,North West,1.2449118033951678
8338,11956.0,English,United States,21.0,man,United States: South,moderately,no,yes,yes,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,yes,yes,yes,no,yes,,not at all,no,no,no,no,no,no,yes,yes,yes,not at all,not at all,moderately,not at all,moderately,not at all,moderately,moderately,not at all,20210601.0,Men 21-25,,South,,,,,,,,,1.1253177796869565
8339,11958.0,English,Nigeria,21.0,woman,Nigeria: South West,extremely,yes,yes,yes,yes,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,no,yes,no,yes,yes,yes,no,moderately,no,yes,yes,yes,yes,yes,no,no,no,a little,a little,moderately,a little,moderately,a little,moderately,a little,a little,20210601.0,Women 21-25,,,,,South West,,,,,,0.43344073413242235
8340,11959.0,English,United Kingdom,22.0,man,United Kingdom: North,a little,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes,no,moderately,yes,yes,no,yes,yes,yes,no,no,no,not at all,not at all,a little,not at all,not at all,moderately,not at all,not at all,very,20210601.0,Men 21-25,,,North,,,,,,,,1.0694221826080494
8341,11960.0,English,Australia,23.0,woman,Australia: Victoria,very,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,no,no,yes,yes,yes,yes,no,no,yes,yes,not at all,no,no,yes,no,no,no,yes,yes,yes,,very,very,a little,very,not at all,extremely,very,not at all,20210601.0,Women 21-25,Victoria,,,,,,,,,,0.8102035376159856
8342,11961.0,English,United Kingdom,16.0,man,United Kingdom: South,very,yes,yes,yes,yes,no,yes,no,yes,yes,yes,,no,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,a little,no,no,yes,no,no,no,yes,yes,yes,moderately,extremely,moderately,moderately,moderately,moderately,very,moderately,moderately,20210601.0,Men 16-20,,,South,,,,,,,,1.0350056653631439
8343,11963.0,Portuguese,Portugal,19.0,woman,Portugal: North,extremely,yes,yes,yes,yes,no,yes,yes,yes,no,yes,yes,no,yes,no,yes,yes,yes,yes,yes,yes,no,yes,no,not at all,no,no,yes,no,no,no,yes,yes,no,very,very,very,not at all,very,not at all,very,very,not at all,20210601.0,Women 16-20,,,,,,,,North,,,1.55779706018119
8344,11964.0,English,United States,22.0,man,United States: Northwest/Northeast,very,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,no,yes,no,yes,no,not at all,no,no,yes,no,no,no,yes,yes,yes,moderately,moderately,moderately,moderately,a little,a little,very,moderately,not at all,20210601.0,Men 21-25,,Northwest/Northeast,,,,,,,,,1.0846256140458657
8345,11965.0,Portuguese,Portugal,22.0,man,Portugal: North,very,no,no,yes,yes,no,no,no,no,no,no,no,no,yes,no,yes,no,yes,yes,no,no,no,yes,yes,moderately,no,no,yes,yes,yes,,yes,no,yes,a little,moderately,moderately,a little,a little,moderately,not at all,moderately,a little,20210601.0,Men 21-25,,,,,,,,North,,,0.8432625289349607
8346,11967.0,French,France,16.0,man,France: Centre,moderately,yes,yes,no,yes,no,yes,no,yes,no,no,no,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,moderately,no,yes,no,no,no,no,,yes,,very,not at all,very,very,very,very,very,extremely,very,20210601.0,Men 16-20,,,,,,,,,,Centre,0.9707145076462869
8347,11970.0,English,United States,19.0,man,United States: South,extremely,yes,yes,no,yes,yes,yes,yes,no,yes,no,no,no,yes,yes,no,no,yes,yes,yes,no,no,no,yes,not at all,no,no,no,yes,no,no,yes,yes,yes,not at all,not at all,not at all,not at all,not at all,not at all,not at all,not at all,not at all,20210601.0,Men 16-20,,South,,,,,,,,,0.990460219702368
8348,11972.0,Portuguese,Portugal,19.0,woman,Portugal: North,extremely,yes,no,yes,yes,no,yes,yes,yes,yes,no,yes,yes,yes,no,no,yes,yes,yes,,no,yes,yes,yes,a little,no,no,yes,no,no,no,yes,yes,yes,extremely,not at all,a little,not at all,a little,not at all,extremely,moderately,a little,20210601.0,Women 16-20,,,,,,,,North,,,1.55779706018119
8349,11974.0,English,United States,17.0,man,United States: South,very,no,yes,yes,yes,yes,no,yes,no,no,no,no,yes,yes,no,no,no,no,yes,yes,yes,yes,yes,no,not at all,no,no,yes,no,no,no,yes,yes,yes,moderately,very,a little,not at all,moderately,not at all,extremely,very,not at all,20210601.0,Men 16-20,,South,,,,,,,,,0.990460219702368
8350,11976.0,English,United Kingdom,19.0,woman,United Kingdom: Midlands,very,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,no,yes,,yes,yes,yes,no,yes,yes,yes,moderately,yes,yes,yes,no,yes,no,yes,yes,yes,a little,a little,moderately,very,a little,a little,moderately,a little,moderately,20210601.0,Women 16-20,,,Midlands,,,,,,,,0.973762230263565
8351,11978.0,Finnish,Finland,20.0,man,Finland: South Finland,a little,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,yes,,a little,yes,yes,no,yes,yes,yes,no,no,no,not at all,not at all,not at all,a little,not at all,not at all,not at all,not at all,not at all,20210601.0,Men 16-20,,,,,,,South Finland,,,,1.0478541383029216
8352,11979.0,Portuguese,Portugal,25.0,woman,Portugal: Madeira,extremely,no,yes,yes,no,no,no,no,no,no,no,no,,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,no,not at all,no,yes,yes,yes,yes,no,no,yes,,moderately,moderately,moderately,very,moderately,moderately,a little,a little,moderately,20210601.0,Women 21-25,,,,,,,,Madeira,,,0.719900259966154
8353,11980.0,Portuguese,Portugal,22.0,woman,Portugal: North,moderately,no,no,no,yes,no,no,yes,no,no,no,no,no,yes,no,no,yes,yes,yes,no,no,no,yes,,a little,no,no,no,no,no,,yes,yes,yes,not at all,not at all,a little,a little,not at all,a little,a little,not at all,moderately,20210601.0,Women 21-25,,,,,,,,North,,,0.751189496302534
8354,11982.0,English,Australia,22.0,man,Australia: New South Wales,very,yes,yes,yes,yes,no,yes,no,yes,no,yes,yes,no,yes,no,no,no,no,yes,yes,yes,no,yes,,a little,no,no,yes,no,no,no,no,no,yes,a little,a little,moderately,a little,moderately,a little,moderately,moderately,not at all,20210601.0,Men 21-25,New South Wales,,,,,,,,,,1.075367824346403
8355,11984.0,English,United Kingdom,21.0,man,United Kingdom: Midlands,a little,no,no,yes,no,no,yes,no,no,no,no,no,no,yes,yes,no,no,no,yes,no,no,no,yes,no,a little,no,no,yes,no,no,no,yes,yes,no,a little,a little,a little,not at all,a little,not at all,a little,a little,not at all,20210601.0,Men 21-25,,,Midlands,,,,,,,,1.0116501145844623
8356,11985.0,English,United Kingdom,20.0,man,United Kingdom: Midlands,a little,no,yes,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,,a little,no,yes,no,yes,no,yes,no,no,no,very,a little,moderately,a little,not at all,a little,moderately,moderately,moderately,20210601.0,Men 16-20,,,Midlands,,,,,,,,1.028027551765864
8357,11986.0,English,United States,24.0,man,United States: West,extremely,yes,yes,yes,yes,yes,yes,no,no,no,yes,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,completely reassured,yes,yes,yes,yes,yes,yes,yes,yes,yes,extremely,extremely,extremely,extremely,extremely,extremely,extremely,extremely,extremely,20210601.0,Men 21-25,,West,,,,,,,,,1.1090014644775092
8358,11987.0,English,United States,21.0,man,United States: Midwest,very,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,not at all,no,no,yes,no,no,no,yes,yes,yes,extremely,extremely,extremely,not at all,extremely,not at all,extremely,extremely,not at all,20210601.0,Men 21-25,,Midwest,,,,,,,,,1.1150767787104277
8359,11990.0,English,United States,21.0,man,United States: Northwest/Northeast,not worried,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,not at all,no,no,no,no,no,no,no,no,no,not at all,not at all,,not at all,not at all,,,,not at all,20210601.0,Men 21-25,,Northwest/Northeast,,,,,,,,,1.0846256140458657
8360,11991.0,English,United States,21.0,man,United States: South,moderately,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,not at all,no,no,yes,no,no,no,yes,yes,yes,moderately,a little,not at all,a little,not at all,not at all,a little,very,a little,20210601.0,Men 21-25,,South,,,,,,,,,1.1253177796869565
8361,11992.0,English,United Kingdom,17.0,man,United Kingdom: Midlands,a little,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,yes,no,no,no,yes,,a little,no,no,yes,no,no,,yes,yes,no,not at all,moderately,not at all,not at all,not at all,not at all,a little,moderately,a little,20210601.0,Men 16-20,,,Midlands,,,,,,,,1.028027551765864
8362,11994.0,English,United States,24.0,man,United States: West,extremely,yes,no,no,no,yes,yes,no,yes,no,no,yes,yes,no,yes,yes,no,no,no,no,yes,yes,yes,yes,completely reassured,yes,no,no,yes,yes,no,yes,no,no,extremely,very,extremely,extremely,extremely,very,extremely,very,very,20210601.0,Men 21-25,,West,,,,,,,,,1.1090014644775092
8363,11995.0,Portuguese,Portugal,21.0,man,Portugal: Center,moderately,yes,no,yes,no,yes,no,no,no,yes,yes,yes,no,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,a little,yes,yes,yes,yes,yes,no,no,yes,yes,not at all,moderately,moderately,moderately,a little,moderately,moderately,moderately,moderately,20210601.0,Men 21-25,,,,,,,,Center,,,0.7757390422624343
8364,11997.0,English,United States,22.0,man,United States: Midwest,not worried,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,,not at all,no,no,no,no,no,no,no,no,no,not at all,not at all,not at all,a little,a little,not at all,not at all,not at all,not at all,20210601.0,Men 21-25,,Midwest,,,,,,,,,1.1150767787104277
8365,11998.0,English,United Kingdom,18.0,man,United Kingdom: South,a little,no,no,,yes,no,no,yes,yes,no,yes,no,yes,no,no,yes,yes,yes,no,yes,no,no,,yes,moderately,,no,yes,yes,yes,no,,no,no,moderately,moderately,extremely,,extremely,a little,not at all,moderately,very,20210601.0,Men 16-20,,,South,,,,,,,,1.0350056653631439
8366,11999.0,Portuguese,Portugal,25.0,man,Portugal: Center,very,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,yes,no,yes,yes,yes,no,not at all,no,no,,no,no,no,yes,yes,,moderately,extremely,a little,very,moderately,very,a little,very,a little,20210601.0,Men 21-25,,,,,,,,Center,,,0.7757390422624343
8367,12000.0,Portuguese,Portugal,20.0,man,Portugal: Center,extremely,yes,yes,yes,yes,no,yes,yes,no,no,no,yes,no,no,no,no,no,yes,yes,no,yes,yes,yes,yes,not at all,no,no,yes,no,no,no,yes,yes,yes,extremely,not at all,very,extremely,very,not at all,not at all,not at all,not at all,20210601.0,Men 16-20,,,,,,,,Center,,,1.2044255081036508
8368,12002.0,French,France,24.0,man,France: Centre,very,no,yes,yes,yes,no,no,no,no,no,yes,yes,yes,yes,no,yes,yes,yes,yes,,,,yes,no,,,,,,,,,yes,,,,,,,,,,,20210601.0,Men 21-25,,,,,,,,,,Centre,0.9512586747655055
8369,12004.0,French,France,24.0,man,France: North West,extremely,yes,yes,no,yes,no,yes,yes,yes,no,no,no,yes,yes,no,no,no,yes,yes,yes,no,no,yes,no,not at all,no,no,yes,no,no,no,yes,yes,yes,a little,a little,moderately,not at all,a little,,a little,not at all,not at all,20210601.0,Men 21-25,,,,,,,,,,North West,1.2199602900435262
8370,12006.0,English,United Kingdom,18.0,man,United Kingdom: South,moderately,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,very,yes,yes,no,yes,yes,yes,no,no,no,not at all,not at all,not at all,very,not at all,very,not at all,not at all,very,20210601.0,Men 16-20,,,South,,,,,,,,1.0350056653631439
8371,12007.0,English,United States,23.0,man,United States: West,extremely,yes,no,no,no,no,yes,no,no,yes,yes,no,no,yes,no,no,yes,yes,yes,yes,yes,yes,yes,no,not at all,no,no,yes,yes,no,no,yes,yes,yes,a little,very,a little,not at all,moderately,not at all,very,moderately,a little,20210601.0,Men 21-25,,West,,,,,,,,,1.1090014644775092
8372,12010.0,English,United Kingdom,18.0,man,United Kingdom: North,moderately,yes,no,no,no,no,no,no,yes,,yes,no,no,no,no,no,yes,yes,yes,no,no,yes,yes,,not at all,no,no,yes,no,no,no,yes,yes,yes,,moderately,a little,a little,not at all,not at all,a little,a little,not at all,20210601.0,Men 16-20,,,North,,,,,,,,1.0867348822890601
8373,12011.0,English,United States,17.0,man,United States: Northwest/Northeast,very,yes,no,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,no,no,no,no,yes,no,no,yes,yes,yes,yes,moderately,no,no,yes,no,yes,no,yes,yes,yes,moderately,moderately,moderately,very,very,moderately,very,moderately,moderately,20210601.0,Men 16-20,,Northwest/Northeast,,,,,,,,,0.9546445842893633
8374,12012.0,English,United States,20.0,man,United States: Midwest,extremely,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,no,no,yes,yes,yes,yes,yes,yes,yes,no,moderately,no,no,yes,no,yes,,yes,yes,yes,moderately,moderately,very,a little,extremely,not at all,very,moderately,not at all,20210601.0,Men 16-20,,Midwest,,,,,,,,,0.9814464955257121
8375,12013.0,Portuguese,Portugal,21.0,man,Portugal: Alentejo,very,no,no,yes,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,yes,yes,yes,yes,yes,no,a little,,no,yes,no,no,no,no,yes,yes,,moderately,moderately,not at all,,not at all,moderately,,not at all,20210601.0,Men 21-25,,,,,,,,Alentejo,,,1.7885934526691878
8376,12016.0,Portuguese,Portugal,23.0,man,Portugal: Algarve,a little,yes,yes,no,no,yes,no,no,yes,yes,yes,no,no,no,no,yes,yes,yes,yes,no,no,yes,no,no,completely reassured,yes,yes,no,yes,yes,yes,no,no,no,a little,not at all,a little,not at all,not at all,not at all,not at all,a little,not at all,20210601.0,Men 21-25,,,,,,,,Algarve,,,0.8413330197190394
8377,12018.0,Portuguese,Portugal,25.0,woman,Portugal: North,very,yes,yes,yes,yes,no,yes,yes,no,yes,yes,yes,no,yes,no,yes,no,yes,yes,yes,yes,yes,yes,yes,moderately,yes,yes,yes,yes,yes,no,yes,yes,yes,very,very,very,moderately,extremely,moderately,moderately,moderately,very,20210601.0,Women 21-25,,,,,,,,North,,,0.751189496302534
8378,12019.0,English,United States,21.0,man,United States: South,very,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,moderately,,yes,,,,,,,no,not at all,not at all,not at all,moderately,not at all,moderately,not at all,not at all,moderately,20210601.0,Men 21-25,,South,,,,,,,,,1.1253177796869565
8379,12024.0,English,United States,18.0,man,United States: Midwest,moderately,no,no,yes,no,yes,no,no,yes,no,no,no,no,,no,yes,no,,yes,no,no,no,yes,no,moderately,yes,yes,no,yes,yes,yes,no,no,no,not at all,not at all,not at all,moderately,not at all,moderately,not at all,not at all,moderately,20210601.0,Men 16-20,,Midwest,,,,,,,,,0.9814464955257121
8380,12025.0,English,United States,21.0,man,United States: West,a little,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,not at all,no,no,no,no,no,no,yes,no,no,not at all,not at all,not at all,not at all,not at all,moderately,not at all,not at all,not at all,20210601.0,Men 21-25,,West,,,,,,,,,1.1090014644775092
8381,12027.0,English,United Kingdom,18.0,man,United Kingdom: Midlands,very,yes,no,yes,yes,no,no,no,no,no,yes,yes,no,no,no,no,no,no,yes,no,no,no,yes,no,moderately,yes,no,no,yes,yes,yes,no,no,no,moderately,moderately,very,a little,moderately,moderately,very,a little,moderately,20210601.0,Men 16-20,,,Midlands,,,,,,,,1.028027551765864
8382,12029.0,English,United Kingdom,19.0,man,United Kingdom: North,moderately,yes,no,yes,yes,no,yes,yes,no,no,no,yes,yes,yes,no,no,no,no,yes,yes,yes,no,yes,,a little,no,no,yes,,no,no,yes,yes,yes,a little,moderately,not at all,not at all,very,not at all,moderately,a little,not at all,20210601.0,Men 16-20,,,North,,,,,,,,1.0867348822890601
8383,12030.0,English,United Kingdom,18.0,man,United Kingdom: South,not worried,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,a little,yes,yes,yes,no,yes,no,no,no,no,very,a little,moderately,moderately,extremely,a little,moderately,moderately,very,20210601.0,Men 16-20,,,South,,,,,,,,1.0350056653631439
8384,12031.0,English,United States,24.0,man,United States: Northwest/Northeast,a little,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,,yes,yes,no,no,yes,yes,not at all,yes,,yes,,no,yes,,yes,yes,moderately,very,a little,extremely,a little,moderately,a little,moderately,very,20210601.0,Men 21-25,,Northwest/Northeast,,,,,,,,,1.0846256140458657
8385,12032.0,English,United States,17.0,man,United States: West,not worried,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,a little,no,yes,no,yes,yes,no,no,no,no,not at all,not at all,not at all,not at all,not at all,a little,not at all,not at all,not at all,20210601.0,Men 16-20,,West,,,,,,,,,0.9760992441283591
8386,12036.0,English,United States,18.0,man,United States: South,moderately,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,,a little,,no,no,no,no,no,,no,no,not at all,not at all,a little,a little,not at all,not at all,not at all,not at all,not at all,20210601.0,Men 16-20,,South,,,,,,,,,0.990460219702368
8387,12040.0,Portuguese,Portugal,24.0,man,Portugal: North,very,yes,no,no,no,no,no,yes,yes,no,no,no,no,yes,no,no,no,yes,yes,yes,no,yes,yes,no,moderately,yes,no,no,yes,yes,yes,no,yes,no,a little,not at all,a little,moderately,not at all,moderately,a little,not at all,moderately,20210601.0,Men 21-25,,,,,,,,North,,,0.8432625289349607
8388,12041.0,Portuguese,Portugal,22.0,man,Portugal: North,extremely,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,very,yes,yes,no,yes,yes,no,yes,yes,yes,very,very,very,moderately,moderately,very,very,moderately,very,20210601.0,Men 21-25,,,,,,,,North,,,0.8432625289349607
8389,12045.0,French,France,20.0,man,France: Centre,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,,completely reassured,no,yes,yes,no,yes,yes,no,yes,no,very,not at all,not at all,not at all,not at all,not at all,not at all,not at all,not at all,20210601.0,Men 16-20,,,,,,,,,,Centre,0.9707145076462869
8390,12046.0,English,United States,16.0,man,United States: Midwest,very,yes,no,yes,no,yes,no,yes,yes,no,yes,no,no,no,yes,no,yes,no,yes,no,no,no,yes,,moderately,,,,,,,,no,,,,,,,,,,,20210601.0,Men 16-20,,Midwest,,,,,,,,,0.9814464955257121
8391,12047.0,English,United States,25.0,man,United States: South,very,yes,no,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,no,no,no,yes,no,yes,no,no,yes,yes,yes,a little,no,no,yes,no,no,no,no,yes,yes,not at all,a little,moderately,a little,very,not at all,a little,moderately,a little,20210601.0,Men 21-25,,South,,,,,,,,,1.1253177796869565
8392,12048.0,Portuguese,Portugal,17.0,man,Portugal: Center,very,yes,no,yes,no,yes,yes,yes,no,yes,no,no,no,no,no,,no,yes,yes,,,no,yes,yes,a little,yes,yes,no,yes,yes,yes,yes,no,no,a little,not at all,a little,extremely,a little,very,very,a little,moderately,20210601.0,Men 16-20,,,,,,,,Center,,,1.2044255081036508
8393,12049.0,English,United States,24.0,man,United States: South,a little,no,yes,no,no,no,yes,no,no,no,no,yes,no,yes,no,no,no,yes,yes,no,yes,yes,yes,no,not at all,no,no,no,no,no,no,yes,yes,yes,,very,not at all,a little,,,,,,20210601.0,Men 21-25,,South,,,,,,,,,1.1253177796869565
8394,12050.0,Finnish,Finland,18.0,man,Finland: East Finland,not worried,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,not at all,yes,yes,yes,yes,yes,yes,yes,yes,yes,not at all,not at all,not at all,not at all,not at all,not at all,not at all,not at all,not at all,20210601.0,Men 16-20,,,,,,,East Finland,,,,1.1203657229946984
8395,12051.0,English,United Kingdom,25.0,man,United Kingdom: South,very,yes,yes,yes,yes,no,yes,yes,yes,yes,no,yes,no,yes,no,no,yes,no,yes,yes,no,no,yes,yes,a little,no,no,yes,no,yes,no,yes,yes,yes,moderately,moderately,very,moderately,very,a little,moderately,a little,a little,20210601.0,Men 21-25,,,South,,,,,,,,1.018517060327449
8396,12052.0,Portuguese,Portugal,21.0,woman,Portugal: Center,very,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,no,yes,no,yes,no,yes,yes,yes,yes,yes,yes,yes,very,yes,yes,yes,yes,yes,no,yes,no,yes,moderately,very,very,very,moderately,very,very,moderately,moderately,20210601.0,Women 21-25,,,,,,,,Center,,,0.6910386746999317
